L_int Dose (GY),L_int Value (% of 832.318 cc),L_PostTib Dose (GY),L_PostTib Value (% of 1856.290 cc),L_kidney Dose (GY),L_kidney Value (% of 157.351 cc),R_InterIliac Dose (GY),R_InterIliac Value (% of 2572.940 cc),L_heart Dose (GY),L_heart Value (% of 166.131 cc),L_AnteriorTib Dose (GY),L_AnteriorTib Value (% of 1735.690 cc),R_Heart Dose (GY),R_Heart Value (% of 148.625 cc),Liver Dose (GY),Liver Value (% of 1800.470 cc),R_PostTib Dose (GY),R_PostTib Value (% of 1684.110 cc),R_Arm Region Dose (GY),R_Arm Region Value (% of 1077.870 cc),R_Kidney Dose (GY),R_Kidney Value (% of 155.005 cc),Stomach Dose (GY),Stomach Value (% of 282.950 cc),Brain Dose (GY),Brain Value (% of 1282.300 cc),Lung_L Dose (GY),Lung_L Value (% of 1465.800 cc),Spleen Dose (GY),Spleen Value (% of 154.291 cc),Lung_R Dose (GY),Lung_R Value (% of 1467.700 cc),R_AnteriorTib Dose (GY),R_AnteriorTib Value (% of 1756.870 cc),S_int Dose (GY),S_int Value (% of 1243.680 cc),L_InterIliac Dose (GY),L_InterIliac Value (% of 2375.710 cc),L_Arm Region Dose (GY),L_Arm Region Value (% of 1131.740 cc),L_DeepFemoral Dose (GY),L_DeepFemoral Value (% of 6266.400 cc),Pancreas Dose (GY),Pancreas Value (% of 130.466 cc),R_DeepFemoral Dose (GY),R_DeepFemoral Value (% of 6336.480 cc),
8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000603,8.900000,0.000000,8.900000,0.000782,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000653,8.900000,0.000000,8.900000,0.000248,8.900000,0.000000,8.900000,0.000245,
9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000603,9.100000,0.000000,9.100000,0.000782,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000653,9.100000,0.000000,9.100000,0.000248,9.100000,0.000000,9.100000,0.000245,
9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000603,9.300000,0.000000,9.300000,0.000782,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000653,9.300000,0.000000,9.300000,0.000248,9.300000,0.000000,9.300000,0.000245,
9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000603,9.500000,0.000000,9.500000,0.000782,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000653,9.500000,0.000000,9.500000,0.000248,9.500000,0.000000,9.500000,0.000245,
9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000603,9.700000,0.000000,9.700000,0.000782,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000653,9.700000,0.000000,9.700000,0.000248,9.700000,0.000000,9.700000,0.000245,
9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000603,9.900000,0.000000,9.900000,0.000782,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000653,9.900000,0.000000,9.900000,0.000248,9.900000,0.000000,9.900000,0.000245,
10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000603,10.100000,0.000000,10.100000,0.000782,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000653,10.100000,0.000000,10.100000,0.000248,10.100000,0.000000,10.100000,0.000245,
10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000603,10.300000,0.000000,10.300000,0.000782,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000653,10.300000,0.000000,10.300000,0.000248,10.300000,0.000000,10.300000,0.000245,
10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000603,10.500000,0.000000,10.500000,0.000782,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000653,10.500000,0.000000,10.500000,0.000248,10.500000,0.000000,10.500000,0.000245,
10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000603,10.700000,0.000000,10.700000,0.000335,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000653,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,10.700000,0.000000,
10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000603,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000653,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,10.900000,0.000000,
11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000603,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000653,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,11.100000,0.000000,
11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000603,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000653,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,11.300000,0.000000,
11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000603,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000653,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,11.500000,0.000000,
11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000603,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000653,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,11.700000,0.000000,
11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000603,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000653,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,11.900000,0.000000,
12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000603,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000653,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,12.100000,0.000000,
12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,12.300000,0.000000,
12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,12.500000,0.000000,
12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,12.700000,0.000000,
12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,12.900000,0.000000,
13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,13.100000,0.000000,
13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,13.300000,0.000000,
13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,13.500000,0.000000,
13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,13.700000,0.000000,
13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,13.900000,0.000000,
14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,14.100000,0.000000,
14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,14.300000,0.000000,
14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,14.500000,0.000000,
14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,14.700000,0.000000,
14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,14.900000,0.000000,
15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,15.100000,0.000000,
15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,15.300000,0.000000,
15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,15.500000,0.000000,
15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,15.700000,0.000000,
15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,15.900000,0.000000,
16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,16.100000,0.000000,
16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,16.300000,0.000000,
16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,16.500000,0.000000,
16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,16.700000,0.000000,
16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,16.900000,0.000000,
17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,17.100000,0.000000,
17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,17.300000,0.000000,
17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,17.500000,0.000000,
17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,17.700000,0.000000,
17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,17.900000,0.000000,
18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,18.100000,0.000000,
18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,18.300000,0.000000,
18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,18.500000,0.000000,
18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,18.700000,0.000000,
18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,18.900000,0.000000,
19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,19.100000,0.000000,
19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,19.300000,0.000000,
19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,19.500000,0.000000,
19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,19.700000,0.000000,
19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,19.900000,0.000000,
20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,20.100000,0.000000,
