L_int Dose (GY),L_int Value (% of 832.318 cc),L_PostTib Dose (GY),L_PostTib Value (% of 1856.290 cc),L_kidney Dose (GY),L_kidney Value (% of 157.351 cc),R_InterIliac Dose (GY),R_InterIliac Value (% of 2572.940 cc),L_heart Dose (GY),L_heart Value (% of 166.131 cc),L_AnteriorTib Dose (GY),L_AnteriorTib Value (% of 1735.690 cc),R_Heart Dose (GY),R_Heart Value (% of 148.625 cc),Liver Dose (GY),Liver Value (% of 1800.470 cc),R_PostTib Dose (GY),R_PostTib Value (% of 1684.110 cc),R_Arm Region Dose (GY),R_Arm Region Value (% of 1077.870 cc),R_Kidney Dose (GY),R_Kidney Value (% of 155.005 cc),Stomach Dose (GY),Stomach Value (% of 282.950 cc),Brain Dose (GY),Brain Value (% of 1282.300 cc),Lung_L Dose (GY),Lung_L Value (% of 1465.800 cc),Spleen Dose (GY),Spleen Value (% of 154.291 cc),Lung_R Dose (GY),Lung_R Value (% of 1467.700 cc),R_AnteriorTib Dose (GY),R_AnteriorTib Value (% of 1756.870 cc),S_int Dose (GY),S_int Value (% of 1243.680 cc),L_InterIliac Dose (GY),L_InterIliac Value (% of 2375.710 cc),L_Arm Region Dose (GY),L_Arm Region Value (% of 1131.740 cc),L_DeepFemoral Dose (GY),L_DeepFemoral Value (% of 6266.400 cc),Pancreas Dose (GY),Pancreas Value (% of 130.466 cc),R_DeepFemoral Dose (GY),R_DeepFemoral Value (% of 6336.480 cc),
1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,48.388400,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.009894,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,0.000000,1.900000,54.823167,1.900000,0.007196,1.900000,35.222114,1.900000,0.000000,1.900000,38.019858,
2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,22.312945,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.003238,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,0.000000,2.100000,27.726683,2.100000,0.001028,2.100000,26.603078,2.100000,0.000000,2.100000,28.663864,
2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,2.106219,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000720,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,0.000000,2.300000,2.032861,2.300000,0.000000,2.300000,2.936417,2.300000,0.000000,2.300000,1.970490,
2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.070240,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.000000,2.500000,0.189361,2.500000,0.000000,2.500000,0.080671,2.500000,0.000000,2.500000,0.066253,
2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.028789,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.000000,2.700000,0.090028,2.700000,0.000000,2.700000,0.015008,2.700000,0.000000,2.700000,0.027358,
2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.011380,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.000000,2.900000,0.043341,2.900000,0.000000,2.900000,0.006962,2.900000,0.000000,2.900000,0.010129,
3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.004447,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.000000,3.100000,0.020895,3.100000,0.000000,3.100000,0.002197,3.100000,0.000000,3.100000,0.003733,
3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000980,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.000000,3.300000,0.010284,3.300000,0.000000,3.300000,0.000774,3.300000,0.000000,3.300000,0.000857,
3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000528,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.000000,3.500000,0.004326,3.500000,0.000000,3.500000,0.000186,3.500000,0.000000,3.500000,0.000612,
3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000151,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.001959,3.700000,0.000000,3.700000,0.000000,3.700000,0.000000,3.700000,0.000214,
3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000653,3.900000,0.000000,3.900000,0.000000,3.900000,0.000000,3.900000,0.000122,
4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000163,4.100000,0.000000,4.100000,0.000000,4.100000,0.000000,4.100000,0.000061,
4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,4.300000,0.000000,
4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,4.500000,0.000000,
4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,4.700000,0.000000,
4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,4.900000,0.000000,
5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,5.100000,0.000000,
5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,5.300000,0.000000,
5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,5.500000,0.000000,
5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,5.700000,0.000000,
5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,5.900000,0.000000,
6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,6.100000,0.000000,
6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,6.300000,0.000000,
6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,6.500000,0.000000,
6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,6.700000,0.000000,
6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,6.900000,0.000000,
7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,7.100000,0.000000,
7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,7.300000,0.000000,
7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,7.500000,0.000000,
7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,7.700000,0.000000,
7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,7.900000,0.000000,
8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,8.100000,0.000000,
8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,8.300000,0.000000,
8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,8.500000,0.000000,
8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,8.700000,0.000000,
8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,8.900000,0.000000,
9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,9.100000,0.000000,
9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,9.300000,0.000000,
9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,9.500000,0.000000,
9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,9.700000,0.000000,
9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,9.900000,0.000000,
10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,10.100000,0.000000,
10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,10.300000,0.000000,
10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,10.500000,0.000000,
